                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 1.0664,                0.60418,                0.99047,                 0.2842,                0.31961,                0.21277,                0.04469,                 3.2795,                 2.3084,                 1.3523,             0.00051304,             0.00051304,             0.00051304
                     24,                 1.0412,                0.60402,                0.97883,                0.33316,                0.32353,                0.25421,                0.05556,                 3.3008,                 2.3777,                 1.4258,             0.00049504,             0.00049504,             0.00049504
                     25,                 1.0325,                0.57619,                0.97335,                 0.0949,                0.31373,                0.07006,                0.01621,                 3.5406,                 3.4396,                 1.4315,             0.00047704,             0.00047704,             0.00047704
                     26,                 1.0246,                0.57224,                0.98014,                 0.2315,                0.30784,                0.17328,                0.04054,                  3.311,                  2.353,                 1.3506,             0.00045904,             0.00045904,             0.00045904
                     27,                 1.0266,                0.57508,                0.97856,                0.22427,                0.29412,                0.19766,                 0.0449,                 3.4992,                 2.0459,                 1.4627,             0.00044105,             0.00044105,             0.00044105
                     28,                 1.0091,                0.57004,                0.96399,                0.36616,                 0.2902,                0.24517,                0.04866,                  3.536,                 2.2628,                 1.5179,             0.00042305,             0.00042305,             0.00042305
                     29,                0.99036,                0.55922,                0.96475,                0.63236,                0.33389,                0.37842,                0.08047,                 3.1308,                 2.3686,                 1.2664,             0.00040505,             0.00040505,             0.00040505
                     30,                0.99163,                0.56329,                  0.962,                0.52598,                0.47647,                0.42179,                0.08657,                 3.1992,                 1.8209,                 1.3105,             0.00038705,             0.00038705,             0.00038705
                     31,                0.97461,                0.54474,                0.96555,                0.35275,                0.40196,                0.31657,                0.06825,                 3.2434,                 2.0258,                 1.3358,             0.00036905,             0.00036905,             0.00036905
                     32,                0.95501,                0.53661,                0.94719,                0.50571,                0.34705,                0.34295,                0.08005,                 3.1253,                 2.2102,                 1.2897,             0.00035106,             0.00035106,             0.00035106
                     33,                0.97874,                0.53809,                0.95398,                0.22044,                0.27843,                0.17598,                0.03563,                 3.5468,                 2.5053,                  1.482,             0.00033306,             0.00033306,             0.00033306
                     34,                0.95723,                0.53856,                0.94443,                0.17866,                0.56471,                0.21291,                0.04716,                 3.2528,                 2.7072,                 1.3227,             0.00031506,             0.00031506,             0.00031506
                     35,                0.92909,                0.51142,                0.93667,                0.52228,                0.52948,                0.50986,                0.12237,                 2.9186,                 1.7689,                 1.2547,             0.00029706,             0.00029706,             0.00029706
                     36,                0.92539,                0.50769,                 0.9384,                0.27448,                0.44509,                0.25476,                0.05329,                 3.2274,                 2.5162,                 1.3279,             0.00027906,             0.00027906,             0.00027906
                     37,                0.92737,                0.50943,                  0.941,                0.50289,                0.39077,                0.41797,                0.09494,                 3.1194,                 2.1784,                  1.303,             0.00026106,             0.00026106,             0.00026106
                     38,                0.90061,                0.50824,                0.93501,                0.55901,                    0.4,                0.42008,                0.08849,                 3.3378,                 2.1241,                 1.3569,             0.00024307,             0.00024307,             0.00024307
                     39,                0.92569,                0.50757,                0.93069,                0.44768,                0.35686,                 0.3242,                0.06454,                 3.4513,                 2.1674,                 1.4211,             0.00022507,             0.00022507,             0.00022507
                     40,                0.90092,                 0.4946,                0.93697,                0.57626,                    0.5,                0.49668,                0.10747,                 3.2097,                 1.6835,                 1.3161,             0.00020707,             0.00020707,             0.00020707
                     41,                0.93161,                0.50026,                0.93135,                0.46737,                 0.4451,                0.41399,                0.09266,                 3.1846,                 2.0604,                   1.31,             0.00018907,             0.00018907,             0.00018907
                     42,                 0.9175,                0.49849,                  0.931,                 0.2173,                0.60588,                0.27624,                0.06848,                 3.0813,                  2.796,                 1.2616,             0.00017107,             0.00017107,             0.00017107
                     43,                0.90173,                0.49132,                0.92649,                0.19999,                0.42745,                0.21742,                0.04238,                 3.4329,                 3.0129,                  1.388,             0.00015308,             0.00015308,             0.00015308
                     44,                0.89095,                0.49164,                0.92717,                0.21546,                0.54118,                0.25286,                0.05709,                 3.2454,                 2.9657,                  1.341,             0.00013508,             0.00013508,             0.00013508
                     45,                0.87235,                0.48249,                0.92303,                0.51711,                0.48293,                0.45734,                0.11217,                 3.1013,                 2.0905,                 1.2934,             0.00011708,             0.00011708,             0.00011708
                     46,                0.84289,                0.45869,                0.90724,                0.31167,                    0.3,                0.24951,                0.05372,                 3.3665,                 2.6947,                 1.3404,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     47,                0.84951,                0.45891,                 0.9129,                0.44782,                0.38431,                0.36351,                0.08113,                 3.1915,                 2.4972,                 1.2948,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     48,                0.84379,                0.46522,                 0.9075,                0.55481,                0.43725,                  0.459,                0.11175,                 3.0897,                 2.3226,                 1.2717,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     49,                0.83004,                0.46094,                 0.9072,                0.45669,                0.36667,                0.35789,                0.07571,                 3.3467,                 2.4259,                 1.3578,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     50,                0.83364,                0.44934,                0.90631,                0.53476,                0.41469,                0.44155,                0.10086,                 3.1924,                  2.322,                    1.3,             2.7088e-05,             2.7088e-05,             2.7088e-05
