                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.1549,                0.70024,                 1.0271,                0.42267,                0.11043,                0.04976,                0.01839,                 2.8493,                 4.7535,                 2.2066,             0.00069302,             0.00069302,             0.00069302
                     14,                 1.1894,                0.72011,                  1.026,                0.49393,                0.12679,                0.11216,                0.04192,                  2.666,                 4.3985,                 2.1222,             0.00067502,             0.00067502,             0.00067502
                     15,                 1.1676,                0.69949,                 1.0257,                 0.4416,                0.11656,                0.06548,                0.01806,                 2.6705,                 4.5964,                 2.0313,             0.00065703,             0.00065703,             0.00065703
                     16,                 1.1315,                0.68814,                 1.0042,                0.13206,                0.17845,                0.13195,                0.04993,                 2.7247,                 4.3736,                 2.0489,             0.00063903,             0.00063903,             0.00063903
                     17,                 1.1348,                0.66342,                 1.0137,                0.46805,                0.14009,                0.12225,                 0.0545,                 2.5123,                 4.4006,                      2,             0.00062103,             0.00062103,             0.00062103
                     18,                 1.1104,                0.64299,                 1.0004,                0.14602,                0.16102,                0.13234,                0.05098,                 2.6631,                 4.5615,                 2.0607,             0.00060303,             0.00060303,             0.00060303
                     19,                 1.1072,                0.64734,                0.99341,                0.58406,                0.11656,                0.13212,                0.05359,                  2.842,                 4.3274,                 2.1417,             0.00058503,             0.00058503,             0.00058503
                     20,                 1.0782,                0.64629,                 1.0026,                0.10011,                0.12474,                0.07927,                 0.0323,                 2.6651,                 4.5908,                 1.9958,             0.00056703,             0.00056703,             0.00056703
                     21,                 1.0751,                0.63364,                0.98196,                0.45752,                0.13479,                0.10137,                0.03855,                 2.8031,                 4.6079,                 2.1357,             0.00054904,             0.00054904,             0.00054904
                     22,                 1.0516,                0.62042,                0.97589,                0.48192,                0.12664,                 0.1035,                0.03918,                 2.5684,                 4.5445,                 1.9712,             0.00053104,             0.00053104,             0.00053104
                     23,                 1.0608,                0.61612,                0.98722,                0.17353,                0.14878,                0.14388,                0.05194,                 2.5547,                 4.5954,                 1.9475,             0.00051304,             0.00051304,             0.00051304
                     24,                 1.0359,                0.59826,                0.97383,                0.18827,                0.16721,                0.17188,                0.05896,                 2.8517,                 4.3526,                  2.139,             0.00049504,             0.00049504,             0.00049504
                     25,                0.98619,                0.56542,                0.95044,                0.14243,                0.15542,                0.14744,                0.06358,                 2.5604,                 4.5302,                 1.9596,             0.00047704,             0.00047704,             0.00047704
                     26,                 1.0302,                0.57663,                0.97434,                 0.5171,                0.14323,                0.16257,                0.06632,                 2.5879,                 3.8797,                 1.9409,             0.00045904,             0.00045904,             0.00045904
                     27,                 1.0235,                0.58786,                0.96343,                0.14252,                0.18609,                0.15215,                0.04938,                 2.7919,                 4.2059,                 2.0495,             0.00044105,             0.00044105,             0.00044105
                     28,                0.99509,                0.55653,                0.95382,                0.47691,                0.15165,                0.09734,                0.04473,                 2.7324,                 4.3507,                 2.0976,             0.00042305,             0.00042305,             0.00042305
                     29,                0.99637,                0.56446,                0.95776,                0.13085,                0.13701,                0.09035,                0.03281,                  2.722,                 4.6495,                 2.0764,             0.00040505,             0.00040505,             0.00040505
                     30,                0.98949,                0.55738,                0.95009,                0.15344,                 0.1636,                0.13747,                0.05371,                 2.5955,                 4.4717,                 1.9425,             0.00038705,             0.00038705,             0.00038705
                     31,                 0.9634,                0.54267,                0.94477,                0.46313,                0.13497,                0.07699,                0.02981,                 2.7191,                 4.8461,                 2.1947,             0.00036905,             0.00036905,             0.00036905
                     32,                0.95662,                0.54023,                0.94821,                0.46309,                0.13906,                0.10411,                0.03768,                 2.6393,                 4.3422,                 1.9684,             0.00035106,             0.00035106,             0.00035106
                     33,                0.94545,                0.52924,                0.93751,                0.46728,                0.14519,                0.08337,                0.03354,                 2.7682,                 4.6007,                 2.1508,             0.00033306,             0.00033306,             0.00033306
                     34,                 0.9246,                0.51646,                0.93987,                0.45364,                0.12883,                 0.1085,                0.04534,                 2.6102,                 4.4925,                 2.0439,             0.00031506,             0.00031506,             0.00031506
                     35,                0.92383,                0.52465,                 0.9383,                0.48023,                0.13375,                0.10082,                0.04105,                 2.5478,                 4.5683,                 1.9291,             0.00029706,             0.00029706,             0.00029706
                     36,                0.91283,                0.51834,                0.93452,                0.15739,                0.10427,                0.09814,                 0.0334,                 2.7265,                 4.4809,                 2.0053,             0.00027906,             0.00027906,             0.00027906
                     37,                0.89202,                0.50328,                0.92023,                0.14672,                0.17791,                0.10243,                0.03181,                 2.8318,                 4.3799,                 2.1369,             0.00026106,             0.00026106,             0.00026106
                     38,                0.89083,                0.49576,                0.92289,                0.17582,                0.13011,                 0.1284,                0.05234,                 2.6885,                 4.3975,                 1.9735,             0.00024307,             0.00024307,             0.00024307
                     39,                0.89145,                0.49926,                0.91506,                0.53388,                0.15951,                0.14816,                0.05746,                 2.6523,                 4.4333,                 1.9703,             0.00022507,             0.00022507,             0.00022507
                     40,                0.87679,                0.49294,                0.91357,                0.53859,                0.15076,                0.15237,                0.05925,                 2.5705,                 4.4055,                 1.8873,             0.00020707,             0.00020707,             0.00020707
                     41,                0.88971,                0.47215,                0.91159,                0.14261,                0.13701,                0.10824,                0.04064,                 2.4985,                 4.7213,                 1.8521,             0.00018907,             0.00018907,             0.00018907
                     42,                0.87724,                0.47063,                0.91056,                 0.1706,                0.19427,                0.15629,                0.06271,                 2.6114,                 4.3886,                 1.9242,             0.00017107,             0.00017107,             0.00017107
                     43,                0.86827,                0.46078,                0.89698,                0.16177,                0.18511,                0.15397,                0.05583,                 2.5878,                 4.3723,                 1.9237,             0.00015308,             0.00015308,             0.00015308
                     44,                0.84312,                0.45922,                0.88797,                0.17445,                0.17791,                0.15805,                0.05576,                 2.4822,                 4.5386,                 1.8293,             0.00013508,             0.00013508,             0.00013508
                     45,                0.83226,                0.45188,                0.88338,                0.14346,                0.18541,                0.12201,                0.04884,                 2.4773,                 4.6769,                 1.8729,             0.00011708,             0.00011708,             0.00011708
                     46,                0.83518,                0.45363,                0.89243,                0.15545,                0.16084,                0.11999,                0.05105,                 2.5521,                 4.6936,                 1.9047,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     47,                0.81874,                 0.4426,                0.89755,                0.13932,                0.16006,                0.11847,                0.04689,                 2.5751,                 4.6302,                 1.8808,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     48,                0.79904,                0.43255,                0.88491,                0.13878,                0.14928,                0.10633,                0.04245,                 2.5153,                 4.6927,                 1.8496,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     49,                0.80329,                0.43081,                0.87945,                0.15099,                 0.1636,                0.12308,                0.04822,                 2.5564,                 4.5842,                 1.8881,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     50,                0.76531,                0.42585,                0.87652,                0.14683,                 0.1636,                0.11193,                0.04208,                 2.5801,                 4.6064,                 1.9185,             2.7088e-05,             2.7088e-05,             2.7088e-05
