                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.1163,                0.66172,                0.97854,                0.22151,                0.04795,                0.04594,                0.00785,                  4.143,                 4.1466,                   4.72,             0.00044105,             0.00044105,             0.00044105
                     28,                 1.0827,                0.65509,                0.99269,                0.05652,                0.17808,                0.05875,                 0.0097,                 4.0003,                 3.9644,                 4.5385,             0.00042305,             0.00042305,             0.00042305
                     29,                 1.0804,                0.62249,                0.97819,                0.04505,                0.10274,                0.02577,                0.00627,                 3.9791,                 4.3444,                  4.607,             0.00040505,             0.00040505,             0.00040505
                     30,                 1.0289,                0.65062,                0.97789,                0.08383,                0.19178,                0.05141,                0.01741,                 3.8392,                 4.1198,                  4.431,             0.00038705,             0.00038705,             0.00038705
                     31,                 1.0827,                0.64226,                0.95216,                0.09664,                0.15753,                0.08361,                0.02024,                 3.9465,                 4.6554,                  4.607,             0.00036905,             0.00036905,             0.00036905
                     32,                 1.0518,                0.61457,                0.97003,                0.01053,                 0.0137,                0.00536,                 0.0008,                 4.3094,                 5.1349,                 5.1427,             0.00035106,             0.00035106,             0.00035106
                     33,                 1.0727,                0.61415,                0.97654,                0.00676,                0.00685,                 0.0034,                0.00034,                  4.337,                 4.8912,                 4.8906,             0.00033306,             0.00033306,             0.00033306
                     34,                 1.0173,                0.56932,                0.96507,                0.18092,                0.00685,                0.00641,                0.00064,                 4.1597,                 4.8981,                 4.7637,             0.00031506,             0.00031506,             0.00031506
                     35,                 1.0143,                0.59197,                0.93585,                0.18092,                0.00685,                0.00641,                0.00064,                 4.1504,                 5.4219,                 4.5635,             0.00029706,             0.00029706,             0.00029706
                     36,                0.95175,                0.56436,                0.93558,                0.03817,                0.03425,                0.02214,                0.00729,                 4.2755,                 5.4631,                 4.9366,             0.00027906,             0.00027906,             0.00027906
                     37,                0.98342,                0.56313,                0.95321,                0.02027,                0.02055,                0.01192,                0.00323,                 4.4052,                 5.4554,                  5.266,             0.00026106,             0.00026106,             0.00026106
                     38,                0.94055,                0.56649,                0.93576,                0.19019,                 0.0274,                0.02624,                0.00357,                 4.1037,                 5.0693,                 4.7486,             0.00024307,             0.00024307,             0.00024307
                     39,                0.98957,                0.58686,                0.96901,                0.42795,                0.05479,                0.06189,                0.00619,                 4.1603,                 5.4913,                 4.8658,             0.00022507,             0.00022507,             0.00022507
                     40,                0.85808,                0.53417,                0.91218,                0.30122,                0.03425,                0.04251,                0.00425,                 4.2798,                  5.581,                  5.188,             0.00020707,             0.00020707,             0.00020707
                     41,                0.95241,                0.60808,                0.95436,                0.35885,                0.04795,                0.05495,                0.00717,                 4.1741,                 5.4716,                 5.1984,             0.00018907,             0.00018907,             0.00018907
                     42,                0.98924,                0.63205,                0.93139,                0.31681,                 0.0137,                0.02096,                0.00345,                 4.2624,                 5.3919,                  5.308,             0.00017107,             0.00017107,             0.00017107
                     43,                0.93259,                0.58686,                0.94784,                0.57097,                0.05479,                0.07255,                0.00892,                 4.3113,                 5.4546,                 5.0072,             0.00015308,             0.00015308,             0.00015308
                     44,                0.89077,                 0.5295,                 0.9004,                0.49605,                0.05479,                0.07093,                 0.0094,                 4.2023,                 5.5038,                 5.0811,             0.00013508,             0.00013508,             0.00013508
                     45,                0.89399,                0.54379,                0.91738,                0.39821,                 0.0411,                0.05669,                0.00636,                  4.239,                 5.7415,                 5.2648,             0.00011708,             0.00011708,             0.00011708
                     46,                0.88702,                 0.5505,                0.91596,                0.27567,                 0.0274,                0.04233,                0.00574,                 4.3615,                 5.6996,                 5.3948,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     47,                0.92127,                0.55732,                0.95154,                 0.3468,                0.03425,                 0.0621,                0.00838,                 4.3786,                 5.6828,                 5.3203,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     48,                0.86963,                0.54132,                0.94193,                   0.07,                0.04795,                0.05774,                0.00787,                 4.3147,                 5.7374,                 5.0697,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     49,                0.81325,                0.50554,                0.91391,                0.06931,                0.04795,                0.05739,                0.00726,                  4.303,                 5.7294,                 5.0409,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     50,                0.83883,                0.50436,                0.93322,                0.32767,                 0.0274,                 0.0516,                0.00718,                 4.3051,                 5.8216,                 5.0975,             2.7088e-05,             2.7088e-05,             2.7088e-05
