                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.58632,                0.35304,                0.83535,                0.11764,                0.17085,                0.14426,                0.06295,                 3.4639,                 4.2005,                  2.354,             0.00054904,             0.00054904,             0.00054904
                     22,                0.57201,                0.34462,                0.83335,                0.16593,                0.15046,                 0.1133,                0.04849,                 3.3223,                 4.1386,                 2.2037,             0.00053104,             0.00053104,             0.00053104
                     23,                0.56969,                0.34553,                0.83267,                0.09948,                 0.1596,                0.08861,                0.03131,                 3.6262,                 4.3336,                 2.3153,             0.00051304,             0.00051304,             0.00051304
                     24,                0.55528,                0.33622,                0.83064,                0.08836,                0.13063,                0.07164,                0.02508,                 3.5656,                 4.6486,                 2.3741,             0.00049504,             0.00049504,             0.00049504
                     25,                0.55274,                0.33549,                 0.8294,                0.11559,                0.19838,                0.13304,                0.05728,                 3.5367,                 4.4824,                 2.3778,             0.00047704,             0.00047704,             0.00047704
                     26,                0.53664,                0.32623,                0.82642,                0.17041,                0.12078,                0.11926,                0.03729,                 3.5389,                 4.4831,                 2.2501,             0.00045904,             0.00045904,             0.00045904
                     27,                0.53215,                0.32343,                0.82602,                0.21396,                0.12918,                0.10545,                 0.0381,                 3.5023,                 4.5252,                 2.2634,             0.00044105,             0.00044105,             0.00044105
                     28,                0.53078,                0.32456,                0.82656,                0.08821,                  0.138,                0.08632,                0.02753,                 3.6642,                 4.9704,                 2.3186,             0.00042305,             0.00042305,             0.00042305
                     29,                0.52394,                 0.3201,                0.82491,                0.12012,                0.21258,                 0.1331,                0.04626,                 3.5001,                 4.2694,                 2.3265,             0.00040505,             0.00040505,             0.00040505
                     30,                0.51837,                0.31647,                0.82391,                0.08826,                0.08514,                0.07126,                 0.0225,                 3.4515,                 4.4825,                 2.1736,             0.00038705,             0.00038705,             0.00038705
                     31,                0.50365,                0.30795,                0.82008,                0.11789,                0.14236,                 0.1045,                0.03885,                 3.6211,                 4.6509,                 2.3445,             0.00036905,             0.00036905,             0.00036905
                     32,                0.50065,                0.30724,                0.82047,                0.11312,                0.11059,                0.07862,                0.02723,                 3.4666,                 4.9654,                  2.301,             0.00035106,             0.00035106,             0.00035106
                     33,                0.49315,                0.30278,                0.81932,                0.13449,                0.16372,                0.10449,                0.03824,                 3.5489,                 4.8085,                 2.2887,             0.00033306,             0.00033306,             0.00033306
                     34,                0.49186,                0.30241,                0.81906,                0.10423,                0.14948,                0.08623,                0.02906,                 3.6178,                 4.8681,                 2.2606,             0.00031506,             0.00031506,             0.00031506
                     35,                0.48282,                0.29672,                0.81772,                0.12486,                0.15075,                0.10801,                0.03845,                 3.5877,                 4.7289,                 2.3196,             0.00029706,             0.00029706,             0.00029706
                     36,                0.47282,                0.29083,                0.81447,                0.13102,                0.14607,                0.10035,                0.03827,                 3.5423,                 4.5461,                 2.3638,             0.00027906,             0.00027906,             0.00027906
                     37,                 0.4708,                0.29003,                0.81518,                0.19009,                0.09203,                0.13461,                0.05176,                  3.562,                 4.9813,                 2.3282,             0.00026106,             0.00026106,             0.00026106
                     38,                0.45997,                0.28459,                0.81262,                0.12556,                 0.1392,                0.10288,                0.03764,                 3.6372,                 4.7089,                  2.333,             0.00024307,             0.00024307,             0.00024307
                     39,                0.45734,                0.28377,                0.81393,                0.12766,                 0.1812,                0.12326,                0.04776,                 3.5514,                 4.7791,                 2.3163,             0.00022507,             0.00022507,             0.00022507
                     40,                0.44611,                0.27833,                0.81211,                0.13278,                 0.1511,                0.10955,                 0.0428,                 3.5037,                  4.794,                 2.3154,             0.00020707,             0.00020707,             0.00020707
                     41,                0.44185,                 0.2671,                 0.8075,                0.16517,                0.16373,                0.17699,                0.06825,                 3.5195,                 5.0855,                 2.4046,             0.00018907,             0.00018907,             0.00018907
                     42,                0.43308,                0.26181,                0.80728,                0.16513,                0.15271,                0.13852,                0.04866,                 3.5617,                 5.1608,                 2.4527,             0.00017107,             0.00017107,             0.00017107
                     43,                0.42239,                0.25719,                0.80473,                0.14362,                0.09747,                0.09934,                0.03217,                 3.6141,                 5.1508,                 2.3277,             0.00015308,             0.00015308,             0.00015308
                     44,                 0.4114,                0.25207,                0.80219,                0.17799,                0.14873,                0.15222,                 0.0549,                  3.507,                 5.0984,                 2.2921,             0.00013508,             0.00013508,             0.00013508
                     45,                0.40096,                 0.2462,                0.80097,                0.18913,                0.13123,                0.13525,                0.04993,                 3.5074,                   4.98,                 2.2986,             0.00011708,             0.00011708,             0.00011708
                     46,                0.39035,                0.24089,                0.79864,                0.18449,                0.15951,                0.14937,                0.05368,                 3.4907,                 4.9674,                 2.3768,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     47,                0.38327,                0.23642,                0.79822,                 0.1843,                0.13606,                0.14317,                0.05512,                 3.5427,                 5.1692,                 2.3531,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     48,                0.37417,                0.23265,                0.79711,                0.16773,                0.16143,                0.14079,                0.05613,                 3.4944,                 5.2315,                 2.3491,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     49,                 0.3648,                0.22724,                0.79657,                0.18278,                0.15349,                0.15058,                0.06103,                 3.4536,                 5.1681,                 2.3405,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     50,                0.35857,                0.22477,                0.79545,                0.18734,                0.13731,                0.14664,                0.05601,                 3.5006,                 5.1819,                 2.3323,             2.7088e-05,             2.7088e-05,             2.7088e-05
